   3.9412761e-01   9.4238725e-01
   5.0301449e-01   3.3508338e-01
   7.2197985e-01   4.3736382e-01
   3.0620855e-01   4.7115591e-01
   1.1216371e-01   1.4931034e-01
   4.4328996e-01   1.3586439e-01
   4.6676255e-01   5.3249823e-01
   1.4668875e-02   7.2578931e-01
   6.6405187e-01   3.9870305e-01
   7.2406171e-01   3.5841852e-01
   2.8163360e-01   2.8527941e-01
   2.6181868e-01   8.6863524e-01
   7.0847140e-01   6.2641267e-01
   7.8385902e-01   2.4117231e-01
   9.8615781e-01   9.7808165e-01
   4.7334271e-01   6.4050078e-01
   9.0281883e-01   2.2984865e-01
   4.5105876e-01   6.8133515e-01
   8.0451681e-01   6.6582341e-01
   8.2886448e-01   1.3471797e-01
   1.6627012e-01   2.2493293e-02
   3.9390601e-01   2.6219945e-01
   5.2075748e-01   1.1651516e-01
   7.1812397e-01   6.9318238e-02
   5.6918952e-01   8.5293050e-01
   4.6080617e-01   1.8033067e-01
   4.4530705e-01   3.2418564e-02
   8.7744606e-02   7.3392626e-01
   4.4348322e-01   5.3651682e-01
   3.6629985e-01   2.7602966e-01
   3.0253382e-01   3.6845815e-01
   8.5184470e-01   1.2886306e-02
   7.5947939e-01   8.8920608e-01
   9.4975928e-01   8.6602060e-01
   5.5793851e-01   2.5424693e-01
   1.4233016e-02   5.6948060e-01
   5.9617708e-01   1.5926482e-01
   8.1620571e-01   5.9436442e-01
   9.7709235e-01   3.3110008e-01
   2.2190808e-01   6.5861265e-01
   7.0368367e-01   8.6363422e-01
   5.2206092e-01   5.6762331e-01
   9.3289706e-01   9.8048127e-01
   7.1335444e-01   7.9183160e-01
   2.2803890e-01   1.5259362e-01
   4.4964210e-01   8.3302723e-01
   1.7219970e-01   1.9186326e-01
   9.6882014e-01   6.3898657e-01
   3.5571610e-01   6.6900008e-01
   4.9046828e-02   7.7208780e-01
   7.5533857e-01   3.7981775e-01
   8.9481276e-01   4.4158549e-01
   2.8614965e-01   4.8305999e-01
   2.5120055e-01   6.0810566e-01
   9.3273619e-01   1.7599564e-01
   1.3098247e-01   2.0255610e-03
   9.4081954e-01   7.9022400e-01
   7.0185317e-01   5.1360850e-01
   8.4767647e-01   2.1322938e-01
   2.0927164e-01   1.0344980e-01
   4.5509169e-01   1.5733667e-01
   8.1073725e-02   4.0751498e-01
   8.5112240e-01   4.0775702e-01
   5.6204868e-01   5.2692688e-02
   3.1929630e-01   9.4181515e-01
   3.7489926e-01   1.4997168e-01
   8.6779570e-01   3.8437405e-01
   3.7217624e-01   3.1105856e-01
   7.3690056e-02   1.6853444e-01
   1.9983800e-01   8.9664815e-01
   4.9493280e-02   3.2272443e-01
   5.6670978e-01   7.3399632e-01
   1.2192475e-01   4.1090418e-01
   5.2211176e-01   3.9979385e-01
   1.1706015e-01   5.0552221e-01
   7.6991848e-01   1.6930586e-01
   3.7505580e-01   5.2474549e-01
   8.2338720e-01   6.4120266e-01
   4.6636146e-02   1.6197484e-02
   5.9791326e-01   8.3685156e-01
   9.4915039e-01   8.0346219e-01
   2.8879765e-01   6.9778483e-01
   8.8883261e-01   4.6188778e-01
   1.0158548e-01   8.2612618e-02
   6.5314507e-02   8.2071701e-01
   2.3429973e-01   1.9302002e-01
   9.3309842e-01   4.4535473e-01
   6.3127896e-02   1.2957830e-02
   2.6421766e-01   3.0874180e-01
   9.9953167e-01   8.7535098e-01
   2.1198796e-01   8.3525940e-01
   4.9840980e-01   3.3309507e-01
   2.9048830e-01   8.8070533e-01
   6.7275441e-01   4.7968681e-01
   9.5799112e-01   5.6081673e-01
   7.6655153e-01   6.1590866e-01
   6.6612374e-01   6.6189901e-01
   1.3094482e-01   6.1663323e-01
   9.5413016e-02   6.8514000e-01
   1.4864337e-02   5.1015303e-01
   2.8819335e-01   7.1396084e-01
   8.1673121e-01   5.1520790e-01
